	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
CA14	0	0.570998743541596	0.495	0.001	0	Melanocytes	CA14
PLEKHA5	0	0.570584532663416	0.61	0.12	0	Melanocytes	PLEKHA5
P2RX7	0	0.550830183050086	0.519	0.038	0	Melanocytes	P2RX7
QPRT	0	0.549470185213678	0.527	0.035	0	Melanocytes	QPRT
TBC1D16	0	0.54762224279139	0.492	0.019	0	Melanocytes	TBC1D16
MSRB2	0	0.544186401642414	0.6	0.13	0	Melanocytes	MSRB2
SLC6A17	0	0.540326358112716	0.489	0.003	0	Melanocytes	SLC6A17
RAB27A	0	0.53623929626951	0.556	0.079	0	Melanocytes	RAB27A
SIGIRR	0	0.532948697178323	0.566	0.074	0	Melanocytes	SIGIRR
CYTH3	0	0.532523506632572	0.542	0.054	0	Melanocytes	CYTH3
MT1F	0	0.531562551925934	0.531	0.063	0	Melanocytes	MT1F
IRS2	0	0.525954775443814	0.586	0.133	0	Melanocytes	IRS2
HNMT	0	0.522818542335334	0.546	0.084	0	Melanocytes	HNMT
DHRS7	0	0.518162604510888	0.635	0.19	0	Melanocytes	DHRS7
C3orf79	0	0.508728995346381	0.396	0.001	0	Melanocytes	C3orf79
CDH1	0	0.508378249794331	0.573	0.141	0	Melanocytes	CDH1
FBXO7	0	0.503477769899966	0.566	0.127	0	Melanocytes	FBXO7
CELF21	0	0.502381961180015	0.597	0.135	0	Melanocytes	CELF2
LSAMP1	0	0.500802184661766	0.515	0.055	0	Melanocytes	LSAMP
CDKN1C	0	0.498776225580471	0.571	0.12	0	Melanocytes	CDKN1C
PAX3	0	0.497768559427291	0.463	0.009	0	Melanocytes	PAX3
MMP17	0	0.494446749849319	0.448	0.01	0	Melanocytes	MMP17
ILK	0	0.492248044785455	0.579	0.15	0	Melanocytes	ILK
MCRIP1	0	0.491724584429343	0.56	0.129	0	Melanocytes	MCRIP1
GTF2F2	0	0.491469443878144	0.559	0.152	0	Melanocytes	GTF2F2
DNAJC13	0	0.490617989926677	0.481	0.054	0	Melanocytes	DNAJC13
OSBPL1A	0	0.486897531716021	0.568	0.137	0	Melanocytes	OSBPL1A
ANKRD281	0	0.478111942795282	0.604	0.153	0	Melanocytes	ANKRD28
RHOBTB31	0	0.477738643478906	0.478	0.077	0	Melanocytes	RHOBTB3
SLC1A4	0	0.475752959814144	0.476	0.044	0	Melanocytes	SLC1A4
L1CAM	0	0.46876681158367	0.428	0.005	0	Melanocytes	L1CAM
MXI1	0	0.463889002974357	0.579	0.16	0	Melanocytes	MXI1
PSEN2	0	0.463426320122695	0.428	0.014	0	Melanocytes	PSEN2
LZTS1	0	0.456781720391831	0.442	0.02	0	Melanocytes	LZTS1
DERA	0	0.450940753871309	0.532	0.122	0	Melanocytes	DERA
LIMD2	0	0.449704072968427	0.465	0.045	0	Melanocytes	LIMD2
CDK2	0	0.449566619972226	0.458	0.049	0	Melanocytes	CDK2
TM7SF3	0	0.44734069704205	0.521	0.109	0	Melanocytes	TM7SF3
GNPTAB	0	0.445163518234537	0.501	0.094	0	Melanocytes	GNPTAB
AIF1L	0	0.441126948158396	0.417	0.014	0	Melanocytes	AIF1L
BCHE	0	0.440463058850434	0.383	0.01	0	Melanocytes	BCHE
CCNDBP1	0	0.438381845252038	0.52	0.118	0	Melanocytes	CCNDBP1
PLOD3	0	0.436814229842816	0.457	0.053	0	Melanocytes	PLOD3
FBXO32	0	0.435806748514085	0.469	0.072	0	Melanocytes	FBXO32
OSBPL9	0	0.432552546957536	0.487	0.089	0	Melanocytes	OSBPL9
PLA2G7	0	0.432118446947452	0.404	0.015	0	Melanocytes	PLA2G7
WDR63	0	0.428556150095524	0.377	0.003	0	Melanocytes	WDR63
LHFPL3-AS1	0	0.426726578373588	0.317	0.001	0	Melanocytes	LHFPL3-AS1
CLCN7	0	0.424977553458544	0.447	0.041	0	Melanocytes	CLCN7
TLE1	0	0.421961015613193	0.478	0.097	0	Melanocytes	TLE1
DIPK1C	0	0.419515961972473	0.387	0.003	0	Melanocytes	DIPK1C
TRIB2	0	0.417351018308792	0.442	0.055	0	Melanocytes	TRIB2
MX2	0	0.416144568383536	0.382	0.068	0	Melanocytes	MX2
HPS4	0	0.41253661626561	0.442	0.059	0	Melanocytes	HPS4
LRRN4CL	0	0.410118740587765	0.402	0.036	0	Melanocytes	LRRN4CL
SLC7A8	0	0.409633313229528	0.404	0.046	0	Melanocytes	SLC7A8
MTURN	0	0.405103518755867	0.473	0.099	0	Melanocytes	MTURN
DOCK5	0	0.402768743407583	0.402	0.032	0	Melanocytes	DOCK5
HIST3H2A	0	0.402437241851718	0.435	0.057	0	Melanocytes	HIST3H2A
HACD1	0	0.397114605109753	0.41	0.029	0	Melanocytes	HACD1
SGCD	0	0.388030091251565	0.413	0.034	0	Melanocytes	SGCD
CABLES1	0	0.387492750123869	0.385	0.019	0	Melanocytes	CABLES1
GNG21	0	0.38685740274946	0.412	0.035	0	Melanocytes	GNG2
CYP2U1	0	0.385188290237886	0.387	0.02	0	Melanocytes	CYP2U1
AL139246.5	0	0.382547491837521	0.348	0.019	0	Melanocytes	AL139246.5
WDFY1	0	0.380455535432925	0.428	0.087	0	Melanocytes	WDFY1
TNFSF12	0	0.378880336083714	0.428	0.074	0	Melanocytes	TNFSF12
SCARB1	0	0.378024333519455	0.409	0.036	0	Melanocytes	SCARB1
PARVA	0	0.377806768889393	0.479	0.107	0	Melanocytes	PARVA
CRYL1	0	0.376160227688557	0.431	0.064	0	Melanocytes	CRYL1
TRPV2	0	0.374354629899738	0.369	0.02	0	Melanocytes	TRPV2
ENPP21	0	0.373955090890355	0.491	0.109	0	Melanocytes	ENPP2
TPCN2	0	0.369647255968987	0.354	0.014	0	Melanocytes	TPCN2
PHACTR11	0	0.367857125991759	0.364	0.06	0	Melanocytes	PHACTR1
PTPRM	0	0.366884068194101	0.386	0.041	0	Melanocytes	PTPRM
LGI3	0	0.365708666991616	0.333	0.001	0	Melanocytes	LGI3
ST3GAL5	0	0.362526071715843	0.38	0.039	0	Melanocytes	ST3GAL5
CYGB	0	0.362306631677027	0.374	0.065	0	Melanocytes	CYGB
LINC00518	0	0.362268186991952	0.319	0.001	0	Melanocytes	LINC00518
TRAK2	0	0.359389264149985	0.382	0.049	0	Melanocytes	TRAK2
SLC45A2	0	0.356916671189215	0.333	0	0	Melanocytes	SLC45A2
ERBB3	0	0.356544521300559	0.414	0.07	0	Melanocytes	ERBB3
ROPN1B	0	0.356533174001146	0.325	0.001	0	Melanocytes	ROPN1B
TRIM63	0	0.355010845651564	0.312	0.001	0	Melanocytes	TRIM63
SORT1	0	0.352635667627358	0.374	0.021	0	Melanocytes	SORT1
CHPT1	0	0.352201424734918	0.403	0.07	0	Melanocytes	CHPT1
IDI2-AS1	0	0.350073264855103	0.346	0.002	0	Melanocytes	IDI2-AS1
AC046168.2	0	0.349094776436797	0.289	0.001	0	Melanocytes	AC046168.2
METRN	0	0.345955591731367	0.378	0.05	0	Melanocytes	METRN
BCL2	0	0.345755004852392	0.385	0.067	0	Melanocytes	BCL2
GPR137B1	0	0.345713308678744	0.424	0.079	0	Melanocytes	GPR137B
MC1R	0	0.344683299087523	0.309	0.006	0	Melanocytes	MC1R
GLMP	0	0.344669990026453	0.378	0.06	0	Melanocytes	GLMP
CDH19	0	0.340169755267648	0.283	0.001	0	Melanocytes	CDH19
ATP6V0E2	0	0.336760822799584	0.321	0.019	0	Melanocytes	ATP6V0E2
PDLIM3	0	0.336136687656949	0.315	0.032	0	Melanocytes	PDLIM3
S100B	0	0.333200050613203	0.385	0.041	0	Melanocytes	S100B
ST3GAL6	0	0.330200998951054	0.352	0.042	0	Melanocytes	ST3GAL6
PLPPR4	0	0.328105898541532	0.299	0.01	0	Melanocytes	PLPPR4
MAGEH1	0	0.326042339552516	0.356	0.049	0	Melanocytes	MAGEH1
ENDOD1	0	0.325405099971268	0.378	0.06	0	Melanocytes	ENDOD1
SOAT1	0	0.324083005984555	0.38	0.06	0	Melanocytes	SOAT1
HPGD1	0	0.323103740515758	0.509	0.05	0	Melanocytes	HPGD
PIP4K2A	0	0.322490952452072	0.373	0.068	0	Melanocytes	PIP4K2A
PFN2	0	0.320920862144006	0.336	0.022	0	Melanocytes	PFN2
SOCS6	0	0.318561486536655	0.338	0.048	0	Melanocytes	SOCS6
GNAL	0	0.317706055471096	0.323	0.05	0	Melanocytes	GNAL
GPAT4	0	0.316074497704479	0.351	0.05	0	Melanocytes	GPAT4
AC110285.1	0	0.315563879821868	0.295	0.001	0	Melanocytes	AC110285.1
SOX5	0	0.314992865963868	0.307	0.019	0	Melanocytes	SOX5
CCL28	0	0.313697618019914	0.345	0.039	0	Melanocytes	CCL28
PIP4P2	0	0.313299918116241	0.351	0.052	0	Melanocytes	PIP4P2
SLCO4A1	0	0.312385090529369	0.317	0.025	0	Melanocytes	SLCO4A1
MTHFD1L	0	0.311646839318921	0.324	0.034	0	Melanocytes	MTHFD1L
SLC6A15	0	0.309784693491676	0.305	0.004	0	Melanocytes	SLC6A15
MOK	0	0.309466580982495	0.311	0.028	0	Melanocytes	MOK
LEF1	0	0.308849605967712	0.314	0.016	0	Melanocytes	LEF1
MAD1L1	0	0.30824702254042	0.361	0.053	0	Melanocytes	MAD1L1
DIPK1B	0	0.30664887858716	0.33	0.02	0	Melanocytes	DIPK1B
GOLM1	0	0.305857212824925	0.32	0.029	0	Melanocytes	GOLM1
ST8SIA6	0	0.305471458215289	0.301	0.003	0	Melanocytes	ST8SIA6
SLC35B2	0	0.304969238166039	0.349	0.052	0	Melanocytes	SLC35B2
WIPI1	0	0.303387898459215	0.372	0.064	0	Melanocytes	WIPI1
MCF2L	0	0.302781119427267	0.316	0.02	0	Melanocytes	MCF2L
ANKRD44	0	0.300971682469141	0.328	0.032	0	Melanocytes	ANKRD44
ADCY2	0	0.296511383733896	0.291	0.007	0	Melanocytes	ADCY2
A1BG	0	0.293913832781241	0.354	0.061	0	Melanocytes	A1BG
ZMAT3	0	0.292139070982819	0.34	0.058	0	Melanocytes	ZMAT3
GPR158	0	0.290762352518201	0.256	0	0	Melanocytes	GPR158
ALX1	0	0.290472064716544	0.294	0.001	0	Melanocytes	ALX1
CYP27A1	0	0.289509822409076	0.32	0.037	0	Melanocytes	CYP27A1
TFPT	0	0.286889689624283	0.321	0.042	0	Melanocytes	TFPT
RPS6KA2	0	0.285951960339014	0.315	0.037	0	Melanocytes	RPS6KA2
PTPRJ	0	0.284640036820371	0.308	0.035	0	Melanocytes	PTPRJ
FZD3	0	0.281057398903485	0.281	0.021	0	Melanocytes	FZD3
HABP4	0	0.281023009001768	0.304	0.033	0	Melanocytes	HABP4
FOXD3-AS1	0	0.27842393295211	0.265	0.001	0	Melanocytes	FOXD3-AS1
ASPA	0	0.277591165084966	0.284	0.011	0	Melanocytes	ASPA
PIK3CD-AS2	0	0.275585669974105	0.284	0.01	0	Melanocytes	PIK3CD-AS2
SEMA6A	0	0.274138747635381	0.304	0.046	0	Melanocytes	SEMA6A
C2orf88	0	0.271967292578848	0.269	0.01	0	Melanocytes	C2orf88
SGCE	0	0.271898317645704	0.318	0.04	0	Melanocytes	SGCE
TUBB4A	0	0.266904424163771	0.255	0.004	0	Melanocytes	TUBB4A
RRAGD	0	0.266619977328754	0.33	0.053	0	Melanocytes	RRAGD
EPDR1	0	0.264601704275142	0.257	0.008	0	Melanocytes	EPDR1
NAT14	0	0.26329510504154	0.292	0.025	0	Melanocytes	NAT14
AP3M2	0	0.26240361666049	0.308	0.048	0	Melanocytes	AP3M2
PART1	0	0.260812912981462	0.271	0.027	0	Melanocytes	PART1
AC092821.3	0	0.259744574925069	0.253	0.023	0	Melanocytes	AC092821.3
CRABP1	0	0.258704445483143	0.3	0.039	0	Melanocytes	CRABP1
TRPM4	0	0.253899235311838	0.3	0.043	0	Melanocytes	TRPM4
HSPB2	1.66896884476136e-303	0.277895222501594	0.301	0.047	4.27623197404756e-299	Melanocytes	HSPB2
NPC21	1.87330083709903e-302	0.722103994089625	0.916	0.592	4.79977140481514e-298	Melanocytes	NPC2
BEX4	1.10061859738031e-300	0.386798368375246	0.445	0.099	2.82000497020783e-296	Melanocytes	BEX4
IFI27L2	1.64703379341457e-299	0.658109850014186	0.778	0.327	4.22002998548682e-295	Melanocytes	IFI27L2
SRPX1	9.45264251684519e-299	0.280680463495202	0.345	0.06	2.42195606566608e-294	Melanocytes	SRPX
SPTBN12	1.44568648556855e-298	0.56965809134764	0.743	0.259	3.70413791332374e-294	Melanocytes	SPTBN1
VIM5	1.46770018272865e-297	0.865693414215201	0.995	0.696	3.76054140818734e-293	Melanocytes	VIM
HIBCH	3.51107988470686e-294	0.479718689335468	0.554	0.155	8.99608888059591e-290	Melanocytes	HIBCH
HEBP1	1.84050357768725e-293	0.453806603908055	0.541	0.147	4.71573826675028e-289	Melanocytes	HEBP1
ABR	1.01479937144694e-291	0.291913741446282	0.362	0.069	2.60011894952136e-287	Melanocytes	ABR
CD812	1.77435569838745e-291	0.699190365085053	0.983	0.779	4.54625417040831e-287	Melanocytes	CD81
RHOQ	4.8698580940505e-290	0.470918594203793	0.567	0.16	1.24775504085762e-285	Melanocytes	RHOQ
GULP1	6.6875017429053e-287	0.252362057200768	0.286	0.045	1.7134716965672e-282	Melanocytes	GULP1
CSRP11	1.63209798370629e-282	0.410941018577179	0.536	0.145	4.18176145385225e-278	Melanocytes	CSRP1
C1orf122	1.52848462170493e-281	0.529001314279785	0.648	0.222	3.91628329773236e-277	Melanocytes	C1orf122
DPP7	2.41522449646285e-281	0.522228269015562	0.664	0.23	6.18828820483712e-277	Melanocytes	DPP7
PCDH7	8.7694464595172e-281	0.329249527026221	0.429	0.095	2.2469075718575e-276	Melanocytes	PCDH7
MFSD14B	8.42771066823773e-278	0.347728449932548	0.447	0.105	2.15934802741587e-273	Melanocytes	MFSD14B
LGALS13	1.29734780005416e-275	0.793389694741782	0.982	0.619	3.32406453329877e-271	Melanocytes	LGALS1
TCEAL8	4.69225393181826e-275	0.478932404541858	0.612	0.196	1.20224930241048e-270	Melanocytes	TCEAL8
SMIM29	4.56246098755288e-273	0.319011371238187	0.401	0.087	1.1689937542308e-268	Melanocytes	SMIM29
ATP6AP1	4.72746767485199e-272	0.414376514132473	0.55	0.157	1.21127176765058e-267	Melanocytes	ATP6AP1
TSPAN3	5.53815239823291e-271	0.384525854304336	0.531	0.147	1.41898540747524e-266	Melanocytes	TSPAN3
SAP30	2.66816337504607e-269	0.336943513774837	0.408	0.091	6.83636819954305e-265	Melanocytes	SAP30
FARP2	2.1414166747887e-265	0.255590882496459	0.296	0.051	5.48673780414361e-261	Melanocytes	FARP2
RTL8C	1.31597356402992e-262	0.375094107624997	0.472	0.122	3.37178746575746e-258	Melanocytes	RTL8C
TMBIM4	2.85009340365362e-262	0.569048426287868	0.764	0.335	7.30250931884131e-258	Melanocytes	TMBIM4
SLC25A13	2.6097530429713e-261	0.28978121883947	0.348	0.07	6.68670924670107e-257	Melanocytes	SLC25A13
PON2	3.87939402682316e-260	0.4333174550073	0.559	0.167	9.93978337552629e-256	Melanocytes	PON2
SEC11C	7.58966714214403e-260	0.434312784902598	0.547	0.163	1.94462451516014e-255	Melanocytes	SEC11C
NDN1	8.76513732740268e-256	0.286374576656192	0.383	0.082	2.24580348602711e-251	Melanocytes	NDN
ATOX1	4.23753937461964e-255	0.60622042052807	0.797	0.368	1.08574233856504e-250	Melanocytes	ATOX1
DNAJC15	4.89061901073418e-255	0.548532357953882	0.668	0.254	1.25307440293031e-250	Melanocytes	DNAJC15
RAB381	2.33539619259661e-254	0.493679092938635	0.605	0.204	5.98375212467104e-250	Melanocytes	RAB38
GSTO1	8.64777546079978e-254	0.62074628052198	0.775	0.352	2.21573302856612e-249	Melanocytes	GSTO1
C19orf12	7.41330737444827e-253	0.260664938613738	0.296	0.053	1.89943761548114e-248	Melanocytes	C19orf12
RAB5C	1.67108280912092e-252	0.531153334483012	0.699	0.276	4.28164837352962e-248	Melanocytes	RAB5C
HEXA	7.71647812885694e-252	0.379817081365116	0.488	0.132	1.97711602617572e-247	Melanocytes	HEXA
RGS101	1.99246510523148e-251	0.413212736602873	0.577	0.172	5.1050940926241e-247	Melanocytes	RGS10
LINC006321	7.35127609154483e-248	0.325592339226085	0.394	0.087	1.88354396017562e-243	Melanocytes	LINC00632
ITGB1BP1	5.52419522786064e-245	0.42169183781329	0.578	0.186	1.41540930128245e-240	Melanocytes	ITGB1BP1
MEF2C2	4.22123713263567e-244	0.348937174403166	0.509	0.135	1.08156537812391e-239	Melanocytes	MEF2C
H2AFJ	6.46257846231224e-244	0.639302230802861	0.815	0.44	1.65584185361364e-239	Melanocytes	H2AFJ
MGST32	2.40257138897433e-243	0.61795824023589	0.907	0.61	6.15586841283004e-239	Melanocytes	MGST3
LGALS32	2.86938131438268e-243	0.661109884116905	0.983	0.863	7.3519288037113e-239	Melanocytes	LGALS3
BSCL2	4.56190194295912e-243	0.311075493035527	0.414	0.1	1.16885051582499e-238	Melanocytes	BSCL2
SERF21	4.96525068530076e-242	0.501544168234344	0.999	0.977	1.27219653058776e-237	Melanocytes	SERF2
BBC3	1.8056676780251e-241	0.305525478900336	0.362	0.079	4.62648172463591e-237	Melanocytes	BBC3
TMED10	3.37815303411518e-240	0.527684632597379	0.751	0.331	8.65550370400991e-236	Melanocytes	TMED10
CTSZ1	7.39807404429114e-240	0.379050250083698	0.752	0.273	1.89553453162828e-235	Melanocytes	CTSZ
MRPL44	9.21886695008223e-238	0.315794039741478	0.405	0.098	2.36205808995007e-233	Melanocytes	MRPL44
CRNDE	2.97400363744368e-237	0.456923632758997	0.621	0.216	7.61999211985821e-233	Melanocytes	CRNDE
IFI271	5.4650303514129e-237	0.931334016903088	0.954	0.848	1.40025007663901e-232	Melanocytes	IFI27
RNASEK1	1.21627435140145e-235	0.573151163929205	0.957	0.786	3.1163381431608e-231	Melanocytes	RNASEK
REXO2	1.31708635913512e-234	0.541902381823205	0.722	0.314	3.37463866937601e-230	Melanocytes	REXO2
PHLDA13	4.0661242655954e-234	0.452380506504488	0.684	0.233	1.04182235933085e-229	Melanocytes	PHLDA1
CTSA	2.41169279632025e-232	0.390077806757768	0.527	0.161	6.17923928273175e-228	Melanocytes	CTSA
COMT	2.83070360364684e-231	0.574216653095906	0.699	0.3	7.25282877326394e-227	Melanocytes	COMT
TNFRSF14	4.25046909753589e-231	0.326136374068024	0.426	0.109	1.08905519217065e-226	Melanocytes	TNFRSF14
CYBA2	6.2600104727813e-231	0.469675764494945	0.727	0.279	1.60393988333602e-226	Melanocytes	CYBA
FAM89A	7.37697535066209e-231	0.385184172632676	0.519	0.155	1.89012862434664e-226	Melanocytes	FAM89A
DNAJC1	5.1005463680672e-229	0.413921578860224	0.519	0.16	1.30686199042618e-224	Melanocytes	DNAJC1
CYB5R3	7.40538918812936e-227	0.497602644025042	0.667	0.263	1.89740881778251e-222	Melanocytes	CYB5R3
RHOC	8.43933121265073e-226	0.473866166278835	0.657	0.254	2.16232544330537e-221	Melanocytes	RHOC
CTSB1	1.31118620053034e-223	0.530250895161085	0.874	0.525	3.35952128299883e-219	Melanocytes	CTSB
BRI31	1.49013923126946e-221	0.5802318464101	0.911	0.657	3.8180347383586e-217	Melanocytes	BRI3
SAT11	4.30562305345721e-221	0.414624390962977	0.994	0.838	1.10318673875681e-216	Melanocytes	SAT1
ANP32A	6.12507628241257e-217	0.417750751988977	0.572	0.196	1.56936704507975e-212	Melanocytes	ANP32A
CFL1	3.5253006714554e-214	0.505388393697884	0.986	0.94	9.03252538040302e-210	Melanocytes	CFL1
MPC1	1.99701626901035e-213	0.399678035273801	0.568	0.196	5.11675508445832e-209	Melanocytes	MPC1
ZSCAN16-AS1	7.98080039641672e-213	0.258746331214436	0.308	0.065	2.04484067756989e-208	Melanocytes	ZSCAN16-AS1
UBA21	1.41601877057884e-212	0.387328140790798	0.533	0.174	3.6281232939771e-208	Melanocytes	UBA2
AEBP12	9.68287262869927e-211	0.301892286200979	0.571	0.17	2.48094562492533e-206	Melanocytes	AEBP1
METTL9	4.78973285980678e-210	0.472969857625882	0.641	0.259	1.22722535333969e-205	Melanocytes	METTL9
COPS8	7.07909030629492e-209	0.321421903452547	0.465	0.135	1.81380451827889e-204	Melanocytes	COPS8
SLC39A61	2.70163970901725e-208	0.411456907437159	0.621	0.229	6.92214126244399e-204	Melanocytes	SLC39A6
LAMTOR5	6.49985412039851e-208	0.506780110489074	0.737	0.349	1.66539262272851e-203	Melanocytes	LAMTOR5
RDH11	7.98536237516192e-208	0.311998420068076	0.412	0.111	2.04600954776399e-203	Melanocytes	RDH11
CTBP2	8.69600767722964e-208	0.347209768269859	0.468	0.138	2.22809108705978e-203	Melanocytes	CTBP2
TEAD12	2.22934879386747e-206	0.346705941646473	0.469	0.136	5.71203747964722e-202	Melanocytes	TEAD1
CALM12	2.36028331842224e-206	0.502661853194745	0.991	0.946	6.04751791846147e-202	Melanocytes	CALM1
MYO9B1	3.31530558623955e-206	0.271583178517505	0.37	0.09	8.49447597306298e-202	Melanocytes	MYO9B
MT1G	6.70669800399733e-205	0.290957754845914	0.318	0.07	1.7183901625842e-200	Melanocytes	MT1G
MPV17	3.37382672297937e-204	0.27032842440589	0.354	0.085	8.64441882961774e-200	Melanocytes	MPV17
EMC10	6.17015554773604e-204	0.334384512793159	0.433	0.123	1.58091725444093e-199	Melanocytes	EMC10
ZKSCAN1	2.15248723162525e-203	0.348581942352546	0.449	0.132	5.5151027848702e-199	Melanocytes	ZKSCAN1
UBB3	3.31663880273178e-203	0.496955136675716	0.993	0.903	8.49789194035936e-199	Melanocytes	UBB
RB1	6.10943403212638e-203	0.356976096146421	0.437	0.125	1.56535918771142e-198	Melanocytes	RB1
CDC16	7.21241503225354e-203	0.25303613654363	0.311	0.068	1.847964979564e-198	Melanocytes	CDC16
ZEB24	9.31229525917366e-203	0.389904406616974	0.708	0.257	2.38599629130548e-198	Melanocytes	ZEB2
ATP6V0C2	9.85396939067629e-203	0.533042688667941	0.902	0.64	2.52478403727908e-198	Melanocytes	ATP6V0C
ITGB12	1.91538441730618e-202	0.632090165838696	0.84	0.52	4.9075979540219e-198	Melanocytes	ITGB1
COPRS	1.05365140746495e-201	0.341698872448903	0.472	0.144	2.69966563620669e-197	Melanocytes	COPRS
MAP1B2	3.91539661214697e-201	0.3592710478136	0.544	0.172	1.0032029199643e-196	Melanocytes	MAP1B
HOXC9	7.93976476974826e-201	0.253559155407518	0.324	0.073	2.0343265293049e-196	Melanocytes	HOXC9
TRAPPC1	3.00726550302967e-199	0.439881768160965	0.657	0.272	7.70521567186262e-195	Melanocytes	TRAPPC1
SMIM30	2.55858638984565e-198	0.298571435297591	0.402	0.109	6.55561004806254e-194	Melanocytes	SMIM30
C18orf32	5.25381367368353e-198	0.383911545315811	0.573	0.207	1.3461321394712e-193	Melanocytes	C18orf32
ACTG1	8.44116603674755e-198	0.496867292705183	1	0.99	2.16279556193546e-193	Melanocytes	ACTG1
UQCR111	1.09311369378133e-197	0.520173320363612	0.909	0.669	2.80077590620653e-193	Melanocytes	UQCR11
BST22	1.56945139692094e-197	0.533952633808123	0.578	0.209	4.02124836919083e-193	Melanocytes	BST2
TMEM230	5.10392054115543e-196	0.405473610085299	0.573	0.211	1.30772652105484e-191	Melanocytes	TMEM230
HLA-C2	2.66846008849317e-195	0.575560644891987	0.992	0.949	6.83712843873721e-191	Melanocytes	HLA-C
FYN1	4.31122038831562e-195	0.292002628759602	0.429	0.119	1.10462088789423e-190	Melanocytes	FYN
EPS15	1.98685732561805e-194	0.291583143159854	0.393	0.105	5.09072583969858e-190	Melanocytes	EPS15
CUTA	2.13199594251095e-194	0.46579434515396	0.728	0.342	5.46260000390156e-190	Melanocytes	CUTA
PSMB7	5.05371881948643e-193	0.482489118996674	0.69	0.318	1.29486383592881e-188	Melanocytes	PSMB7
ZC3H13	9.93501342041476e-191	0.438015549199044	0.553	0.204	2.54554913857867e-186	Melanocytes	ZC3H13
CAV12	1.74455542753271e-190	0.482051890752479	0.918	0.562	4.4698999164243e-186	Melanocytes	CAV1
RPN2	1.14652241055298e-189	0.450685090900371	0.65	0.278	2.93761972031884e-185	Melanocytes	RPN2
AK1	1.18687774328722e-187	0.298994020911454	0.427	0.125	3.04101815385051e-183	Melanocytes	AK1
IFI44L	1.48460276145885e-187	0.462529963102502	0.439	0.136	3.80384919540986e-183	Melanocytes	IFI44L
GAS6	1.82292219314809e-187	0.41096637645431	0.571	0.214	4.67069124328404e-183	Melanocytes	GAS6
DAD1	8.86884068829901e-187	0.498903616930917	0.819	0.496	2.27237436115597e-182	Melanocytes	DAD1
PLTP	2.17557796425217e-186	0.364085592189778	0.542	0.189	5.57426586000692e-182	Melanocytes	PLTP
FDFT1	8.30264856594002e-186	0.353943864545162	0.553	0.196	2.12730461556515e-181	Melanocytes	FDFT1
PMM1	1.06037480864718e-185	0.254774594596407	0.343	0.086	2.71689233471579e-181	Melanocytes	PMM1
COX17	9.65113959183263e-185	0.410280661626405	0.573	0.22	2.47281498621936e-180	Melanocytes	COX17
PIN1	2.31802411495593e-184	0.341181953197851	0.508	0.173	5.93924138734008e-180	Melanocytes	PIN1
TBCB	5.96588827030218e-184	0.36208646326486	0.543	0.196	1.52857989261683e-179	Melanocytes	TBCB
NME4	9.18717168243777e-183	0.326621578670832	0.446	0.138	2.35393712847421e-178	Melanocytes	NME4
CNPY2	4.93974636603245e-181	0.431016650833346	0.624	0.264	1.26566181390483e-176	Melanocytes	CNPY2
ZFYVE21	5.88680266928173e-180	0.321808764500536	0.46	0.148	1.50831657992337e-175	Melanocytes	ZFYVE21
ARMCX3	1.78748775770159e-178	0.316357661086107	0.481	0.154	4.57990113278303e-174	Melanocytes	ARMCX3
GABARAP	2.60486968872511e-177	0.458601312941092	0.942	0.817	6.67419711645148e-173	Melanocytes	GABARAP
USP48	2.48914141534496e-176	0.296024927472894	0.403	0.118	6.37767813439685e-172	Melanocytes	USP48
ATP6V1B21	4.32910714211014e-176	0.339382604322143	0.498	0.168	1.10920383195146e-171	Melanocytes	ATP6V1B2
RABL6	7.8794939139514e-176	0.307213049712251	0.425	0.13	2.01888393063263e-171	Melanocytes	RABL6
ITM2C1	8.65736893501292e-176	0.268309363263508	0.365	0.097	2.21819106852901e-171	Melanocytes	ITM2C
KAZN	1.98950697619111e-175	0.307661854945312	0.432	0.134	5.09751477439685e-171	Melanocytes	KAZN
BEX3	2.11617902121462e-175	0.423244884039157	0.608	0.249	5.42207388815611e-171	Melanocytes	BEX3
MFGE81	2.90978953250374e-174	0.338451515392577	0.538	0.188	7.45546274018108e-170	Melanocytes	MFGE8
MIF1	6.4330372228275e-174	0.471326174213873	0.995	0.923	1.64827279723286e-169	Melanocytes	MIF
EIF2AK2	6.49185395205513e-174	0.366235210264751	0.508	0.179	1.66334281959556e-169	Melanocytes	EIF2AK2
PHPT1	1.31589027770196e-172	0.484166412614815	0.745	0.39	3.37157406952797e-168	Melanocytes	PHPT1
SRPK2	2.52370891777039e-171	0.335098514393976	0.497	0.173	6.46624698911129e-167	Melanocytes	SRPK2
PRMT2	5.1954745514518e-171	0.46141893070095	0.599	0.252	1.33118448957298e-166	Melanocytes	PRMT2
HLA-E1	9.89485441295877e-171	0.542071217907802	0.982	0.9	2.5352595976883e-166	Melanocytes	HLA-E
IAH1	1.39459187028893e-170	0.306647191713149	0.476	0.159	3.57322329005429e-166	Melanocytes	IAH1
PRDX4	5.50078349857242e-169	0.370401042470737	0.562	0.219	1.40941074800423e-164	Melanocytes	PRDX4
ZNF24	2.0156353873597e-168	0.298504891824175	0.432	0.136	5.16446098949302e-164	Melanocytes	ZNF24
