	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
C3orf79	0.347485156151553	-0.00020423390923031	0	0	1
PLCH1	0.347485156151553	-0.00020423390923031	0	0	1
AC108734.4	0.347485156151553	-0.00020423390923031	0	0	1
SMCO1	0.347485156151553	-0.00020423390923031	0	0	1
AC139887.5	0.347485156151553	-0.00020423390923031	0	0	1
AL590235.1	0.347485156151553	-0.00020423390923031	0	0	1
AFAP1-AS1	0.347485156151553	-0.00020423390923031	0	0	1
GABRA2	0.347485156151553	-0.00020423390923031	0	0	1
ZAR1	0.347485156151553	-0.00020423390923031	0	0	1
LRIT3	0.347485156151553	-0.00020423390923031	0	0	1
AC021205.3	0.347485156151553	-0.00020423390923031	0	0	1
MAB21L2	0.347485156151553	-0.00020423390923031	0	0	1
AC080078.2	0.347485156151553	-0.00020423390923031	0	0	1
LINC02477	0.347485156151553	-0.00020423390923031	0	0	1
LINC02268	0.347485156151553	-0.00020423390923031	0	0	1
AC008459.1	0.347485156151553	-0.00020423390923031	0	0	1
AC008972.1	0.347485156151553	-0.00020423390923031	0	0	1
AC112178.1	0.347485156151553	-0.00020423390923031	0	0	1
AC005618.1	0.347485156151553	-0.00020423390923031	0	0	1
PCDHGA1	0.347485156151553	-0.00020423390923031	0	0	1
SPINK6	0.347485156151553	-0.00020423390923031	0	0	1
FOXCUT	0.347485156151553	-0.00020423390923031	0	0	1
AL031963.1	0.347485156151553	-0.00020423390923031	0	0	1
AL445309.1	0.347485156151553	-0.00020423390923031	0	0	1
AL645929.2	0.347485156151553	-0.00020423390923031	0	0	1
HCG17	0.347485156151553	-0.00020423390923031	0	0	1
SFTA2	0.347485156151553	-0.00020423390923031	0	0	1
Z85996.3	0.347485156151553	-0.00020423390923031	0	0	1
PKHD1	0.347485156151553	-0.00020423390923031	0	0	1
HMGCLL1	0.347485156151553	-0.00020423390923031	0	0	1
AL132996.1	0.347485156151553	-0.00020423390923031	0	0	1
AL359987.1	0.347485156151553	-0.00020423390923031	0	0	1
BVES-AS1	0.347485156151553	-0.00020423390923031	0	0	1
POPDC3	0.347485156151553	-0.00020423390923031	0	0	1
AL590550.1	0.347485156151553	-0.00020423390923031	0	0	1
AL591468.2	0.347485156151553	-0.00020423390923031	0	0	1
AL139393.1	0.347485156151553	-0.00020423390923031	0	0	1
AL121935.1	0.347485156151553	-0.00020423390923031	0	0	1
COL28A1	0.347485156151553	-0.00020423390923031	0	0	1
AC004160.1	0.347485156151553	-0.00020423390923031	0	0	1
AC002480.1	0.347485156151553	-0.00020423390923031	0	0	1
PON1	0.347485156151553	-0.00020423390923031	0	0	1
AC002066.1	0.347485156151553	-0.00020423390923031	0	0	1
AC073130.1	0.347485156151553	-0.00020423390923031	0	0	1
AC106873.1	0.347485156151553	-0.00020423390923031	0	0	1
ASB15	0.347485156151553	-0.00020423390923031	0	0	1
AC024084.1	0.347485156151553	-0.00020423390923031	0	0	1
AF131215.7	0.347485156151553	-0.00020423390923031	0	0	1
AC087203.3	0.347485156151553	-0.00020423390923031	0	0	1
STMN4	0.347485156151553	-0.00020423390923031	0	0	1
CYP7A1	0.347485156151553	-0.00020423390923031	0	0	1
LINC02235	0.347485156151553	-0.00020423390923031	0	0	1
AC090578.1	0.347485156151553	-0.00020423390923031	0	0	1
LINC00535	0.347485156151553	-0.00020423390923031	0	0	1
ZFPM2-AS1	0.347485156151553	-0.00020423390923031	0	0	1
SLC30A8	0.347485156151553	-0.00020423390923031	0	0	1
AL392089.1	0.347485156151553	-0.00020423390923031	0	0	1
AL136979.1	0.347485156151553	-0.00020423390923031	0	0	1
AL159169.3	0.347485156151553	-0.00020423390923031	0	0	1
AL445623.2	0.347485156151553	-0.00020423390923031	0	0	1
C9orf131	0.347485156151553	-0.00020423390923031	0	0	1
BANCR	0.347485156151553	-0.00020423390923031	0	0	1
NXNL2	0.347485156151553	-0.00020423390923031	0	0	1
TTLL11-IT1	0.347485156151553	-0.00020423390923031	0	0	1
AC007066.3	0.347485156151553	-0.00020423390923031	0	0	1
AL138781.1	0.347485156151553	-0.00020423390923031	0	0	1
AL392083.1	0.347485156151553	-0.00020423390923031	0	0	1
AL390961.2	0.347485156151553	-0.00020423390923031	0	0	1
ZNF365	0.347485156151553	-0.00020423390923031	0	0	1
AL139241.1	0.347485156151553	-0.00020423390923031	0	0	1
C10orf82	0.347485156151553	-0.00020423390923031	0	0	1
EDRF1-AS1	0.347485156151553	-0.00020423390923031	0	0	1
C10orf90	0.347485156151553	-0.00020423390923031	0	0	1
AC025300.1	0.347485156151553	-0.00020423390923031	0	0	1
RASSF10-DT	0.347485156151553	-0.00020423390923031	0	0	1
NAV2-AS1	0.347485156151553	-0.00020423390923031	0	0	1
NELL1	0.347485156151553	-0.00020423390923031	0	0	1
AC131571.1	0.347485156151553	-0.00020423390923031	0	0	1
AC087276.2	0.347485156151553	-0.00020423390923031	0	0	1
AC087521.1	0.347485156151553	-0.00020423390923031	0	0	1
FLRT1	0.347485156151553	-0.00020423390923031	0	0	1
AP001107.5	0.347485156151553	-0.00020423390923031	0	0	1
MRGPRF-AS1	0.347485156151553	-0.00020423390923031	0	0	1
AP002761.3	0.347485156151553	-0.00020423390923031	0	0	1
PGR-AS1	0.347485156151553	-0.00020423390923031	0	0	1
LINC01395	0.347485156151553	-0.00020423390923031	0	0	1
TSPAN9-IT1	0.347485156151553	-0.00020423390923031	0	0	1
PIANP	0.347485156151553	-0.00020423390923031	0	0	1
AC121338.1	0.347485156151553	-0.00020423390923031	0	0	1
KRT74	0.347485156151553	-0.00020423390923031	0	0	1
KRT73	0.347485156151553	-0.00020423390923031	0	0	1
METTL7B	0.347485156151553	-0.00020423390923031	0	0	1
AC078777.1	0.347485156151553	-0.00020423390923031	0	0	1
LINC02823	0.347485156151553	-0.00020423390923031	0	0	1
AC012464.3	0.347485156151553	-0.00020423390923031	0	0	1
AC007298.1	0.347485156151553	-0.00020423390923031	0	0	1
AC012157.2	0.347485156151553	-0.00020423390923031	0	0	1
AC026368.1	0.347485156151553	-0.00020423390923031	0	0	1
WASF3-AS1	0.347485156151553	-0.00020423390923031	0	0	1
TRPC4	0.347485156151553	-0.00020423390923031	0	0	1
AL157932.1	0.347485156151553	-0.00020423390923031	0	0	1
AL356515.1	0.347485156151553	-0.00020423390923031	0	0	1
MED4-AS1	0.347485156151553	-0.00020423390923031	0	0	1
HS6ST3	0.347485156151553	-0.00020423390923031	0	0	1
LINC02315	0.347485156151553	-0.00020423390923031	0	0	1
AL122035.1	0.347485156151553	-0.00020423390923031	0	0	1
AC006146.1	0.347485156151553	-0.00020423390923031	0	0	1
AC005479.1	0.347485156151553	-0.00020423390923031	0	0	1
LINC02308	0.347485156151553	-0.00020423390923031	0	0	1
LINC00911	0.347485156151553	-0.00020423390923031	0	0	1
ACTC1	0.347485156151553	-0.00020423390923031	0	0	1
AC023908.1	0.347485156151553	-0.00020423390923031	0	0	1
AC022306.3	0.347485156151553	-0.00020423390923031	0	0	1
AC010999.1	0.347485156151553	-0.00020423390923031	0	0	1
AC090515.5	0.347485156151553	-0.00020423390923031	0	0	1
AC009269.4	0.347485156151553	-0.00020423390923031	0	0	1
CT62	0.347485156151553	-0.00020423390923031	0	0	1
AC100835.2	0.347485156151553	-0.00020423390923031	0	0	1
AL031717.1	0.347485156151553	-0.00020423390923031	0	0	1
TOX3	0.347485156151553	-0.00020423390923031	0	0	1
AC007906.1	0.347485156151553	-0.00020423390923031	0	0	1
LINC02169	0.347485156151553	-0.00020423390923031	0	0	1
AC023825.2	0.347485156151553	-0.00020423390923031	0	0	1
AC009097.3	0.347485156151553	-0.00020423390923031	0	0	1
IL17C	0.347485156151553	-0.00020423390923031	0	0	1
AC004706.1	0.347485156151553	-0.00020423390923031	0	0	1
TMEM95	0.347485156151553	-0.00020423390923031	0	0	1
AC005304.2	0.347485156151553	-0.00020423390923031	0	0	1
AC055811.1	0.347485156151553	-0.00020423390923031	0	0	1
AC129926.1	0.347485156151553	-0.00020423390923031	0	0	1
ASIC2	0.347485156151553	-0.00020423390923031	0	0	1
AC243654.1	0.347485156151553	-0.00020423390923031	0	0	1
AC040934.1	0.347485156151553	-0.00020423390923031	0	0	1
AC103702.2	0.347485156151553	-0.00020423390923031	0	0	1
AC005920.2	0.347485156151553	-0.00020423390923031	0	0	1
AC004687.3	0.347485156151553	-0.00020423390923031	0	0	1
AC080037.2	0.347485156151553	-0.00020423390923031	0	0	1
AC087749.1	0.347485156151553	-0.00020423390923031	0	0	1
AC015802.3	0.347485156151553	-0.00020423390923031	0	0	1
AC016245.1	0.347485156151553	-0.00020423390923031	0	0	1
AP005262.2	0.347485156151553	-0.00020423390923031	0	0	1
AP005264.1	0.347485156151553	-0.00020423390923031	0	0	1
LINC01894	0.347485156151553	-0.00020423390923031	0	0	1
AC118757.1	0.347485156151553	-0.00020423390923031	0	0	1
DCC	0.347485156151553	-0.00020423390923031	0	0	1
AC006305.1	0.347485156151553	-0.00020423390923031	0	0	1
AC090409.2	0.347485156151553	-0.00020423390923031	0	0	1
SERPINB11	0.347485156151553	-0.00020423390923031	0	0	1
AC015819.1	0.347485156151553	-0.00020423390923031	0	0	1
LINC01775	0.347485156151553	-0.00020423390923031	0	0	1
AC005954.2	0.347485156151553	-0.00020423390923031	0	0	1
AC011511.2	0.347485156151553	-0.00020423390923031	0	0	1
AC010422.7	0.347485156151553	-0.00020423390923031	0	0	1
AC008798.2	0.347485156151553	-0.00020423390923031	0	0	1
AC006213.3	0.347485156151553	-0.00020423390923031	0	0	1
AC005757.1	0.347485156151553	-0.00020423390923031	0	0	1
AC245884.10	0.347485156151553	-0.00020423390923031	0	0	1
AL049794.1	0.347485156151553	-0.00020423390923031	0	0	1
AL133325.3	0.347485156151553	-0.00020423390923031	0	0	1
AL035252.5	0.347485156151553	-0.00020423390923031	0	0	1
AL031651.2	0.347485156151553	-0.00020423390923031	0	0	1
GRIK1-AS1	0.347485156151553	-0.00020423390923031	0	0	1
AP000255.1	0.347485156151553	-0.00020423390923031	0	0	1
AC004542.2	0.347485156151553	-0.00020423390923031	0	0	1
MID1IP1-AS1	0.347485156151553	-0.00020423390923031	0	0	1
LINC01281	0.347485156151553	-0.00020423390923031	0	0	1
AC244636.3	0.347485156151553	-0.00020423390923031	0	0	1
AL021308.1	0.347485156151553	-0.00020423390923031	0	0	1
AC244197.2	0.347485156151553	-0.00020423390923031	0	0	1
IL9R	0.347485156151553	-0.00020423390923031	0	0	1
AL031847.1	0.347485156151553	-0.00020423390923031	0	0	1
AL589765.6	0.347485156151553	-0.00020423390923031	0	0	1
LEMD1-DT	0.347485156151553	-0.00020423390923031	0	0	1
AC092580.4	0.347485156151553	-0.00020423390923031	0	0	1
LHCGR	0.347485156151553	-0.00020423390923031	0	0	1
LINC01886	0.347485156151553	-0.00020423390923031	0	0	1
AC092902.6	0.347485156151553	-0.00020423390923031	0	0	1
AC018545.1	0.347485156151553	-0.00020423390923031	0	0	1
LINC02028	0.347485156151553	-0.00020423390923031	0	0	1
LRRC66	0.347485156151553	-0.00020423390923031	0	0	1
AC093677.3	0.347485156151553	-0.00020423390923031	0	0	1
AC093523.1	0.347485156151553	-0.00020423390923031	0	0	1
LINC02240	0.347485156151553	-0.00020423390923031	0	0	1
PCDHA9	0.347485156151553	-0.00020423390923031	0	0	1
NKX2-5	0.347485156151553	-0.00020423390923031	0	0	1
PRL	0.347485156151553	-0.00020423390923031	0	0	1
AL512347.1	0.347485156151553	-0.00020423390923031	0	0	1
LUADT1	0.347485156151553	-0.00020423390923031	0	0	1
SUN3	0.347485156151553	-0.00020423390923031	0	0	1
AC245123.1	0.347485156151553	-0.00020423390923031	0	0	1
AC124067.4	0.347485156151553	-0.00020423390923031	0	0	1
AC087362.1	0.347485156151553	-0.00020423390923031	0	0	1
AL354950.1	0.347485156151553	-0.00020423390923031	0	0	1
AC024475.1	0.347485156151553	-0.00020423390923031	0	0	1
AP000769.6	0.347485156151553	-0.00020423390923031	0	0	1
AP000851.2	0.347485156151553	-0.00020423390923031	0	0	1
AC026369.1	0.347485156151553	-0.00020423390923031	0	0	1
AC008149.1	0.347485156151553	-0.00020423390923031	0	0	1
AC069234.1	0.347485156151553	-0.00020423390923031	0	0	1
LINC00392	0.347485156151553	-0.00020423390923031	0	0	1
AL137002.2	0.347485156151553	-0.00020423390923031	0	0	1
AC090826.1	0.347485156151553	-0.00020423390923031	0	0	1
AC084855.1	0.347485156151553	-0.00020423390923031	0	0	1
AC108134.4	0.347485156151553	-0.00020423390923031	0	0	1
AC120114.2	0.347485156151553	-0.00020423390923031	0	0	1
AC005921.4	0.347485156151553	-0.00020423390923031	0	0	1
PRSS57	0.347485156151553	-0.00020423390923031	0	0	1
PRTN3	0.347485156151553	-0.00020423390923031	0	0	1
AC005330.1	0.347485156151553	-0.00020423390923031	0	0	1
AL022334.2	0.347485156151553	-0.00020423390923031	0	0	1
FATE1	0.347485156151553	-0.00020423390923031	0	0	1
AL513365.2	0.347485156151553	-0.00020423390923031	0	0	1
TEX38	0.347485156151553	-0.00020423390923031	0	0	1
UBL4B	0.347485156151553	-0.00020423390923031	0	0	1
AL031599.1	0.347485156151553	-0.00020423390923031	0	0	1
AL391832.1	0.347485156151553	-0.00020423390923031	0	0	1
AL662889.1	0.347485156151553	-0.00020423390923031	0	0	1
APOB	0.347485156151553	-0.00020423390923031	0	0	1
AC005041.3	0.347485156151553	-0.00020423390923031	0	0	1
AC007879.2	0.347485156151553	-0.00020423390923031	0	0	1
AC098479.1	0.347485156151553	-0.00020423390923031	0	0	1
LINC02513	0.347485156151553	-0.00020423390923031	0	0	1
LINC01018	0.347485156151553	-0.00020423390923031	0	0	1
AL021368.3	0.347485156151553	-0.00020423390923031	0	0	1
AL360015.1	0.347485156151553	-0.00020423390923031	0	0	1
AL354892.1	0.347485156151553	-0.00020423390923031	0	0	1
AL135924.2	0.347485156151553	-0.00020423390923031	0	0	1
GRM5	0.347485156151553	-0.00020423390923031	0	0	1
GYS2	0.347485156151553	-0.00020423390923031	0	0	1
MIP	0.347485156151553	-0.00020423390923031	0	0	1
AC069234.4	0.347485156151553	-0.00020423390923031	0	0	1
AC084018.1	0.347485156151553	-0.00020423390923031	0	0	1
AC012236.1	0.347485156151553	-0.00020423390923031	0	0	1
AC009097.1	0.347485156151553	-0.00020423390923031	0	0	1
CTRB2	0.347485156151553	-0.00020423390923031	0	0	1
AC004771.2	0.347485156151553	-0.00020423390923031	0	0	1
KCNH4	0.347485156151553	-0.00020423390923031	0	0	1
MISP	0.347485156151553	-0.00020423390923031	0	0	1
LINC01855	0.347485156151553	-0.00020423390923031	0	0	1
TMEM190	0.347485156151553	-0.00020423390923031	0	0	1
AL139351.1	0.347485156151553	-0.00020423390923031	0	0	1
APOBEC4	0.347485156151553	-0.00020423390923031	0	0	1
PLG	0.347485156151553	-0.00020423390923031	0	0	1
AC005606.2	0.347485156151553	-0.00020423390923031	0	0	1
AC026954.3	0.347485156151553	-0.00020423390923031	0	0	1
AC079062.1	0.347485156151553	-0.00020423390923031	0	0	1
AC006116.11	0.347485156151553	-0.00020423390923031	0	0	1
SLC30A10	0.347485156151553	-0.00020423390923031	0	0	1
UGT1A5	0.347485156151553	-0.00020423390923031	0	0	1
AC080005.1	0.347485156151553	-0.00020423390923031	0	0	1
AL391117.1	0.347485156151553	-0.00020423390923031	0	0	1
AL163636.1	0.347485156151553	-0.00020423390923031	0	0	1
MIR4713HG	0.347485156151553	-0.00020423390923031	0	0	1
AC134312.4	0.347485156151553	-0.00020423390923031	0	0	1
AC099795.1	0.347485156151553	-0.00020423390923031	0	0	1
LCE3A	0.347485156151553	-0.00020423390923031	0	0	1
AL157402.2	0.347485156151553	-0.00020423390923031	0	0	1
AC009229.1	0.347485156151553	-0.00020423390923031	0	0	1
AC084030.1	0.347485156151553	-0.00020423390923031	0	0	1
AC108050.1	0.347485156151553	-0.00020423390923031	0	0	1
AC010442.1	0.347485156151553	-0.00020423390923031	0	0	1
HCG24	0.347485156151553	-0.00020423390923031	0	0	1
PHACTR2-AS1	0.347485156151553	-0.00020423390923031	0	0	1
AL606970.3	0.347485156151553	-0.00020423390923031	0	0	1
OGDHL	0.347485156151553	-0.00020423390923031	0	0	1
AP002812.2	0.347485156151553	-0.00020423390923031	0	0	1
AC078916.1	0.347485156151553	-0.00020423390923031	0	0	1
AC090907.3	0.347485156151553	-0.00020423390923031	0	0	1
AC015911.3	0.347485156151553	-0.00020423390923031	0	0	1
AP000302.1	0.347485156151553	-0.00020423390923031	0	0	1
AL138787.2	0.347485156151553	-0.00020423390923031	0	0	1
AL137002.1	0.347485156151553	-0.00020423390923031	0	0	1
AC084757.4	0.347485156151553	-0.00020423390923031	0	0	1
IGLV1-44	0.347485156151553	-0.00020423390923031	0	0	1
GPR182	0.506555157666228	-0.00020423390923031	0	0	1
SYT4	0.506555157666228	-0.00020423390923031	0	0	1
LCE2D	0.506555157666228	-0.00020423390923031	0	0	1
AC005229.4	0.913079772844349	-0.000204259070534063	0.017	0.017	1
ZNF71	0.938739712905328	-0.000205314705732144	0.011	0.011	1
TRIM2	0.929537762242389	-0.000205368504762301	0.008	0.008	1
RPS3	0.00857098274878002	-0.000205646092574341	0.987	0.995	1
AC034111.1	0.682298606715045	-0.000208559522955126	0.002	0.002	1
CPEB1	0.910482720055931	-0.000208559522955126	0.002	0.002	1
AC103724.4	0.729992302440021	-0.000209652702337307	0	0.001	1
CHRM1	0.729992302440021	-0.000209652702337307	0	0.001	1
POU2AF1	0.729992302440021	-0.000209652702337307	0	0.001	1
AC006064.1	0.729992302440021	-0.000209652702337307	0	0.001	1
AL133342.1	0.938477151214225	-0.000210042436777323	0.016	0.016	1
CXCR5	0.822565831225802	-0.000211845632677608	0.003	0.003	1
EML5	0.822565831225802	-0.000211845632677608	0.003	0.003	1
AC022306.2	0.822565831225802	-0.000211845632677608	0.003	0.003	1
AC022210.2	0.637167023186424	-0.000212279784596393	0.001	0.002	1
LCMT2	0.843342132018029	-0.000212709239743477	0.01	0.01	1
GNRH1	0.975403656906111	-0.000213303932723737	0.007	0.007	1
GPR18	0.848423390703242	-0.000214832232788217	0.005	0.005	1
ADAM33	0.744793840346089	-0.000215031887132887	0.008	0.008	1
TRMT61A	0.902559442449234	-0.000215036537366311	0.016	0.015	1
PLPP6	0.950524712451477	-0.00021723456111125	0.008	0.008	1
AL078645.1	0.775912807389213	-0.000218353073837356	0.002	0.002	1
AL162426.1	0.775912807389213	-0.000218353073837356	0.002	0.002	1
ST8SIA2	0.775912807389213	-0.000218353073837356	0.002	0.002	1
ATP6V0E2-AS1	0.466277132528252	-0.000218792107983506	0	0.001	1
GALR1	0.584640592470734	-0.000218792107983506	0	0.001	1
SGCB	0.921243012874873	-0.000220800816331041	0.02	0.019	1
SLAIN1	0.972091331615106	-0.000221552361141518	0.005	0.005	1
LINC00997	0.923336925182188	-0.000222655729410682	0.003	0.004	1
CDNF	0.923336925182188	-0.000222655729410682	0.003	0.004	1
PRR16	0.847374469873915	-0.000223761217224947	0.002	0.002	1
AC005062.1	0.847374469873915	-0.000223761217224947	0.002	0.002	1
AL157388.1	0.625683589764873	-0.00022420393552017	0.001	0.001	1
SPC24	0.906138807251974	-0.000224519982575307	0.014	0.015	1
DLX2	0.875648212204903	-0.000224804979849917	0.008	0.008	1
CSRNP3	0.903334056801049	-0.000224825389190544	0.006	0.006	1
AL139286.2	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AL118511.1	0.672549006855398	-0.000224868830697581	0.001	0.001	1
MATN3	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC018678.1	0.672549006855398	-0.000224868830697581	0.001	0.001	1
COLQ	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC093591.2	0.672549006855398	-0.000224868830697581	0.001	0.001	1
LINC00518	0.672549006855398	-0.000224868830697581	0.001	0.001	1
PPP1R9A	0.672549006855398	-0.000224868830697581	0.001	0.001	1
EBF2	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC100803.4	0.672549006855398	-0.000224868830697581	0.001	0.001	1
CYP17A1	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC063960.2	0.672549006855398	-0.000224868830697581	0.001	0.001	1
FZD4-DT	0.672549006855398	-0.000224868830697581	0.001	0.001	1
MAB21L1	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC004817.5	0.672549006855398	-0.000224868830697581	0.001	0.001	1
TTLL13P	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC138904.3	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC091152.2	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC091180.2	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC090912.1	0.672549006855398	-0.000224868830697581	0.001	0.001	1
DSCAS	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AL035448.1	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AL121832.3	0.672549006855398	-0.000224868830697581	0.001	0.001	1
TMPRSS2	0.672549006855398	-0.000224868830697581	0.001	0.001	1
LINC01589	0.672549006855398	-0.000224868830697581	0.001	0.001	1
CDR1	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC110792.2	0.672549006855398	-0.000224868830697581	0.001	0.001	1
KCTD4	0.672549006855398	-0.000224868830697581	0.001	0.001	1
AC010280.2	0.809411936523327	-0.000224868830697581	0.001	0.001	1
NBPF3	0.807710936731657	-0.000225267796617304	0.004	0.005	1
AFAP1L1	0.807710936731657	-0.000225267796617304	0.004	0.005	1
COL9A3	0.971668304263686	-0.000226897117703647	0.01	0.01	1
SUV39H1	0.891000622893028	-0.000228428978828372	0.015	0.015	1
GOLGA6L9	0.936492318627236	-0.000228445203816141	0.008	0.008	1
AC018647.2	0.99884599989746	-0.000229050694926404	0.012	0.012	1
C2orf15	0.905715611614925	-0.000229165877112391	0.003	0.003	1
AC073655.2	0.793235670800444	-0.00023027832795297	0.001	0.001	1
AC048382.6	0.793235670800444	-0.00023027832795297	0.001	0.001	1
AL109923.1	0.793235670800444	-0.00023027832795297	0.001	0.001	1
AC243829.1	0.793235670800444	-0.00023027832795297	0.001	0.001	1
FAM160B2	0.901786980149933	-0.000230317959722812	0.027	0.026	1
GRHL1	0.741004113966762	-0.000231246208157815	0.033	0.032	1
TFAP2A-AS1	0.915589999405418	-0.000232371747163408	0.008	0.008	1
AC127070.1	0.826565803618517	-0.000232440470400822	0.003	0.003	1
ACVR1C	0.725570856144095	-0.000233451917951052	0.004	0.004	1
CYBB	0.985754404725192	-0.000233564379639672	0.27	0.27	1
ALDH1L2	0.790447497761382	-0.00023393116158746	0.006	0.006	1
SLCO1C1	0.876644119325359	-0.000235684338611341	0.002	0.002	1
NPIPB6	0.876644119325359	-0.000235684338611341	0.002	0.002	1
CIT	0.922435797467942	-0.000235707636840402	0.022	0.022	1
LYSMD1	0.927551458441102	-0.000236720260074676	0.005	0.005	1
FAM198B-AS1	0.927551458441102	-0.000236720260074676	0.005	0.005	1
FLNB-AS1	0.606287107072506	-0.000236803769374457	0	0	1
TAGLN3	0.606287107072506	-0.000236803769374457	0	0	1
CPB1	0.606287107072506	-0.000236803769374457	0	0	1
TG	0.606287107072506	-0.000236803769374457	0	0	1
BRINP1	0.606287107072506	-0.000236803769374457	0	0	1
AC006566.1	0.606287107072506	-0.000236803769374457	0	0	1
AC008403.3	0.606287107072506	-0.000236803769374457	0	0	1
MIS18A-AS1	0.606287107072506	-0.000236803769374457	0	0	1
LCE2B	0.807250322578377	-0.000236803769374457	0	0	1
AF131215.2	0.873796657328195	-0.000237837998246387	0.004	0.004	1
FOXJ1	0.873796657328195	-0.000237837998246387	0.004	0.004	1
AL031283.1	0.792166340119695	-0.000238957883212028	0.002	0.003	1
SERPINA3	0.585544794206363	-0.000239411276493037	0.001	0.002	1
AP006621.3	0.85277837254158	-0.000240698821879288	0.013	0.014	1
LRRC2	0.848642739444778	-0.000240970026139032	0.005	0.004	1
AC083862.3	0.922061417025457	-0.00024151940726155	0.022	0.022	1
PAM16	0.694652948228231	-0.000241726463429223	0.082	0.08	1
CDKN2A	0.867863753082878	-0.000242915219132568	0.008	0.008	1
RBBP8NL	0.85040717333228	-0.000244356756095849	0.003	0.003	1
BFSP2	0.733061534645804	-0.000245483620403768	0.001	0.002	1
AC084757.2	0.733061534645804	-0.000245483620403768	0.001	0.002	1
NPIPA5	0.733061534645804	-0.000245483620403768	0.001	0.002	1
AC087393.2	0.733061534645804	-0.000245483620403768	0.001	0.002	1
AP005432.2	0.733061534645804	-0.000245483620403768	0.001	0.002	1
TAF7L	0.733061534645804	-0.000245483620403768	0.001	0.002	1
MARC1	0.808617980980976	-0.000245827755656604	0.005	0.005	1
RPA4	0.86750358397025	-0.000245827755656604	0.005	0.005	1
AGT	0.348491340762262	-0.000245941921894382	0	0.001	1
RORB	0.827768050624024	-0.000246616369936628	0.005	0.006	1
CSE1L	0.498675698351671	-0.000246851078573793	0.096	0.092	1
HAL	0.598764721897956	-0.000247412686400578	0.003	0.003	1
ARMC2	0.95416058757316	-0.000248622639026798	0.005	0.005	1
CAV1	0.830913041726015	-0.000249050266266593	0.144	0.143	1
PLOD2	0.936521482237876	-0.000250028444296287	0.023	0.023	1
AC144831.1	0.892032858361751	-0.000250084549839181	0.007	0.007	1
AL590560.3	0.81355023920837	-0.000250883837361076	0.002	0.002	1
ACOX2	0.81355023920837	-0.000250883837361076	0.002	0.002	1
AC020910.5	0.903429662160984	-0.000251213554116444	0.006	0.006	1
COL4A2	0.745788444978709	-0.000251800518290012	0.043	0.044	1
KCNQ4	0.584499709351932	-0.000252017697934803	0	0.001	1
AL356108.1	0.584499709351932	-0.000252017697934803	0	0.001	1
AL357556.4	0.584499709351932	-0.000252017697934803	0	0.001	1
AC079148.1	0.584499709351932	-0.000252017697934803	0	0.001	1
AC012065.4	0.584499709351932	-0.000252017697934803	0	0.001	1
TCF23	0.584499709351932	-0.000252017697934803	0	0.001	1
LINC01320	0.584499709351932	-0.000252017697934803	0	0.001	1
SIX2	0.584499709351932	-0.000252017697934803	0	0.001	1
AC108479.3	0.584499709351932	-0.000252017697934803	0	0.001	1
AC069277.1	0.584499709351932	-0.000252017697934803	0	0.001	1
VIPR1-AS1	0.584499709351932	-0.000252017697934803	0	0.001	1
AC096861.2	0.584499709351932	-0.000252017697934803	0	0.001	1
AC105345.1	0.584499709351932	-0.000252017697934803	0	0.001	1
PCDHB9	0.584499709351932	-0.000252017697934803	0	0.001	1
AC009244.2	0.584499709351932	-0.000252017697934803	0	0.001	1
SSPO	0.584499709351932	-0.000252017697934803	0	0.001	1
AC104232.2	0.584499709351932	-0.000252017697934803	0	0.001	1
AC016405.2	0.584499709351932	-0.000252017697934803	0	0.001	1
IFNE	0.584499709351932	-0.000252017697934803	0	0.001	1
AL807757.1	0.584499709351932	-0.000252017697934803	0	0.001	1
AMBP	0.584499709351932	-0.000252017697934803	0	0.001	1
C9orf50	0.584499709351932	-0.000252017697934803	0	0.001	1
AC126614.1	0.584499709351932	-0.000252017697934803	0	0.001	1
AL049780.2	0.584499709351932	-0.000252017697934803	0	0.001	1
AL049775.3	0.584499709351932	-0.000252017697934803	0	0.001	1
AC021739.4	0.584499709351932	-0.000252017697934803	0	0.001	1
RPL3L	0.584499709351932	-0.000252017697934803	0	0.001	1
AC105411.1	0.584499709351932	-0.000252017697934803	0	0.001	1
AC024267.6	0.584499709351932	-0.000252017697934803	0	0.001	1
AC004477.3	0.584499709351932	-0.000252017697934803	0	0.001	1
AC024361.2	0.584499709351932	-0.000252017697934803	0	0.001	1
AC015961.2	0.584499709351932	-0.000252017697934803	0	0.001	1
AC005786.2	0.584499709351932	-0.000252017697934803	0	0.001	1
